??????????,season,track,episode
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 6 - หลังฝน"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 7 - จู่โจม"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 8 - น่าเบื่อ"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 9 - ลูกปลากับกรรมสนอง"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 10 - กลายร่างอย่างค่อยเป็นค่อยไป"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 11 - หัวโบราณ"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 12 - แด่เธอในสักวันหนึ่ง"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 13 - เจอกันพรุ่งนี้"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 14 - งานแลกเปลี่ยนกระชับมิตรโรงเรียนพี่น้องเกียวโต: การแข่งขันแบบทีม 0"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 15 - งานแลกเปลี่ยนกระชับมิตรโรงเรียนพี่น้องเกียวโต: การแข่งขันแบบทีม 1"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 16 - งานแลกเปลี่ยนกระชับมิตรโรงเรียนพี่น้องเกียวโต: การแข่งขันแบบทีม 2"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 17 - งานแลกเปลี่ยนกระชับมิตรโรงเรียนพี่น้องเกียวโต: การแข่งขันแบบทีม 3"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 18 - นักปราชญ์"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 19 - ประกายทมิฬ"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 20 - ไม่ได้มาตรฐาน"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 21 - จูจุทสึ โคชิเอน"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 22 - จุดเริ่มต้นของการเชื่อฟังอย่างงมงาย"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 23 - จุดเริ่มต้นของการเชื่อฟังอย่างงมงาย 2"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 24 - สมรู้ร่วมคิด"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 25 - ซ่อนเล็บ"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 26 - ซ่อนเล็บ 2"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 27 - ซ่อนเล็บ 3"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 28 - ซ่อนเล็บ 4"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 29 - อกาลมรณะ"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 30 - ก็ประมาณนั้น"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 31 - เทศกาลยามเย็น"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 32 - อุบัติการณ์ชิบูยะ"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 33 - อุบัติการณ์ชิบูยะ เปิดประตู"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 34 - สับสน"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 35 - เข้าทรง"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 36 - ดาบไร้คม"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 39 - สั่นคลอน 2"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 40 - ฟ้าผ่า"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 41 - ฟ้าผ่า พาร์ท 2"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 42 - ผิดหรือถูก"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 43 - ผิดหรือถูก พาร์ท 2"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 44 - ผิดหรือถูก พาร์ท 3"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 45 - แปลงร่าง"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 46 - แปลงร่าง พาร์ท 2"
"JUJUTSU KAISEN [มหาเวทย์ผนึกมาร]","Season 1","พากย์ไทย","ตอน 47 - อุบัติการณ์ชิบุยะ ปิดประตู"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 1 - Disband the Club!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 2 - Instruments!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 3 - Cram Session!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 4 - Training Camp!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 5 - Advisor!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 6 - School Festival!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 7 - Christmas!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 8 - Freshman Reception!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 9 - New Club Member!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 10 - Another Training Camp!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 11 - Crisis!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 12 - Light Music!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 13"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 1","พากย์ไทย","ตอน 14"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 1 - Seniors!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 2 - Clean-up!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 3 - Drummer!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 4 - Field Trip!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 5 - Staying Behind!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 6 - Rainy Season!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 7 - Tea Party!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 8 - Career!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 9 - Finals!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 10 - Teacher!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 11 - Hot!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 12 - Summer Festival!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 13 - Late Summer Greeting Card!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 14 - Summer Training!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 15 - Marathon Tournament!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 16 - Upperclassmen!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 17 - No Club Room!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 18 - Leading Role!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 19 - Romeo and Juliet!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 20 - Yet Another School Festival!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 21 - Graduation Yearbook!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 22 - Entrance Exam!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 23 - After School!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 24 - Graduation Ceremony!"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 25"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 26"
"K-ON! [เค-อง! ก๊วนดนตรีแป๋วแหวว]","Season 2","พากย์ไทย","ตอน 27"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 1 - The Apocalypse"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 2 - The Roka Encounter Battle"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 3 - The Depths of Palm"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 4 - Escape"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 5 - Return to Akiba"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 6 - Resolve"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 7 - Crescent Moon"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 8 - Villain in Glasses"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 9 - Round Table Conference"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 10 - Get It With Your Own Hands"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 11 - The Invitation from Eastal"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 12 - Laglanda Forest"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 13 - The Shield and Freedom"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 14 - World Fraction"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 15 - Attack"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 16 - Return of the Goblin King"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 17 - A Lazy, Cowardly Princess"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 18 - Expeditionary Force"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 19 - Chasing After Them"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 20 - Contract"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 21 - Waltz for Two"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 22 - The Swallow and the Baby Starling"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 23 - The Apprentice Magician"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 24 - Confusion"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 1","พากย์ไทย","ตอน 25 - The Libra Festival"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 1 - Shiroe of the Northern Nation"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 2 - The Outlaw and Mithril Eyes"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 3 - Abyssal Shaft"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 4 - Shattered Wings"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 5 - Christmas Eve"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 6 - The Lost Child at Dawn"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 7 - The Maidens of Suifuu"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 8 - Akiba Raid"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 9 - The Changing Battlefield"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 10 - Guild Master"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 11 - Retry"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 12 - Kunie's Gold"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 13 - 2.14 Tender Trap"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 14 - Kanami, Go East!"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 15 - Set Off"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 16 - Vampire in Daylight"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 17 - Odyssey Knights"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 18 - After the Show"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 19 - Red Night"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 20 - Birthday Song"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 21 - The Flutter of Skylarks"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 22 - Alien"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 23 - Isaac and Itherus"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 24 - Slumber of the Moth Monster"
"Log Horizon [รวมพลคนติดอยู่ในเกมส์]","Season 2","พากย์ไทย","ตอน 25 - Pioneers"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 1 - You Will Be Mine, Hero. I Refuse!"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 2 - Please Make Us Human"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 3 - Where Have You Been?!"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 4 - If That Happens, I'll Take a Bite Out of the Hero!"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 5 - You Smell Good, Demon King. And I Feel Safe in Your Arms, Hero."
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 6 - Welcome Back, Hero! Yeah, Old Man. I'm Back!"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 7 - I'll Be Back Soon, We'll See Each Other Soon."
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 8 - Take This Sword, My Lord"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 9 - I Am Human"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 10 - So Now Their Plans Are Finally Coming to Fruition?"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 11 - I Just Destroy and Kill, Without Creating Anything"
"Maoyu: Archenemy & Hero [มาโอยุ จอมมารผู้กล้าจับคู่กู้โลก]","Season 1","พากย์ไทย","ตอน 12 - I'm Back My Hero. You Sleep Too Much, My Demon King"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 2 - นรก"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 3 - ราชาแห่งความพินาศ"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 4 - นักผจญภัย"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 5 - A Small Wish"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 6 - The Adventurer Killer"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 8 - White Knights"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 9 - Kick Off"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 10 - The Tower War"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 11 - God Requiem Gungnir"
"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge! [ผมถูกเพื่อนที่เชื่อใจหลอกไปฆ่า เลยใช้กิฟต์สุ่มกาชาพาพวกพ้องเลเวล 9999 กลับมาล้างแค้น]","Season 1","พากย์ไทย","ตอน 12 - Towards a New Path"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 1 - ความสามารถสั่งตาย"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 2 - ผู้พิทักษ์ของฉันโคตรเก่ง โลกแฟนตาซีนี่เลยกลายเป็นเรื่องหมู ๆ!"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 3 - โลกนี้ไม่ได้ใจดีขนาดที่จะให้โจมตีอยู่ฝ่ายเดียวได้หรอก!"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 4 - ความจริงที่ว่าคุณกำลังดูวิดีโอนี้อยู่..."
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 5 - อัลฟ่า โอเมก้า AΩ จุดเริ่มต้นและจุดสิ้นสุด"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 6 - ฉันไม่หยาบคายพอที่จะบ่นหลังจากได้รับการช่วยเหลือหรอก!"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 7 - Standard Opening of Gate Number One Confirmed"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 8 - The Agency"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 9 - It's Like a Class Full of People Who Only Want to Save Themselves"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 10 - A Girl From the Past Appears. Tomochika is Bewildered..."
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 11 - Phase 2"
"My Instant Death Ability Is Overpowered [ความสามารถสั่งตายสุดโกง ที่พวกต่างโลกเทียบไม่ติด]","Season 1","พากย์ไทย","ตอน 12 - You Can Use Your Power Any Way You Want"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 1 - แค่อยากปกป้องเมือง"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 2 - ลองเข้ากลุ่ม"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 3 - แข็งแกร่งเกินไป"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 4 - สถานการณ์ผิดปกติจริงๆ"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 5 - เป็นหวัดงอมแงม"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 6 - เข้าไปยังหมู่บ้านที่มีลางร้าย"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 7 - มือสังหารตามมาติดๆ"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 8 - เกราะมอนสเตอร์"
"My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World! [เกิดใหม่ในต่างโลกเป็นปราชญ์แกร่งสุดโดยไม่รู้ตัว]","Season 1","พากย์ไทย","ตอน 9 - เราต่อสู้กับมังกรไฟ"
